Latitude,Longitude,Station,Name,Latitude,Elevation(m),Network,station_id
36.395,-80.1422,312238,DANBURY 5 SE,36.395,232,COOP,24443
36.0622,-76.6103,312635,EDENTON,36.0622,1,COOP,24464
36.2544,-80.865,312740,ELKIN,36.2544,265,COOP,24473
35.3125,-81.9892,313152,FOREST CITY,35.3125,259,COOP,24493
35.1803,-83.3925,313228,FRANKLIN,35.1803,648,COOP,24498
35.2656,-81.1433,313356,GASTONIA,35.2656,213,COOP,24506
35.4244,-77.9919,313503,GOLDSBORO AG,35.4244,33,COOP,24516
36.0503,-79.3728,313555,GRAHAM 2 ENE,36.0503,201,COOP,24520
35.6333,-77.4,313638,GREENVILLE,35.6333,10,COOP,24524
36.3481,-78.4119,313969,HENDERSON 2,36.3481,146,COOP,24539
36.3647,-78.3881,313971,HENDERSON 4,36.3647,152,COOP,24540
35.0531,-83.1883,314055,HIGHLANDS,35.0531,1170,COOP,24548
36.3967,-77.4239,314456,JACKSON,36.3967,30,COOP,24564
36.4161,-81.4286,314496,JEFFERSON 2,36.4161,844,COOP,24567
36.2231,-80.4292,314675,KING 5 SW,36.2231,268,COOP,24572
35.4206,-82.1878,314764,LAKE LURE 2,35.4206,317,COOP,24579
35.1086,-82.9608,314788,LAKE TOXAWAY,35.1086,939,COOP,24582
34.7508,-79.4664,314860,LAURINBURG,34.7508,64,COOP,24586
35.9117,-81.5339,314938,LENOIR,35.9117,366,COOP,24588
34.0106,-78.5453,315116,LONGWOOD,34.0106,12,COOP,24600
35.6631,-82.0292,315340,MARION 2 NW,35.6631,447,COOP,24614
35.8036,-82.6658,315356,MARSHALL,35.8036,610,COOP,24615
35.8439,-80.4972,315743,MOCKSVILLE 5,35.8439,210,COOP,24628
34.9797,-80.5233,315771,MONROE 2 SE,34.9797,168,COOP,24630
35.7308,-81.6717,315838,MORGANTON,35.7308,354,COOP,24636
36.4992,-80.6508,315890,MOUNT AIRY 2,36.4992,317,COOP,24638
35.3336,-80.9872,315913,MOUNT HOLLY,35.3336,186,COOP,24641
35.0961,-84.0239,316001,MURPHY,35.0961,480,COOP,24650
34.7764,-76.8769,316096,NEWPORT MORE,34.7764,9,COOP,24659
35.6625,-82.3469,316236,NORTH FORK 2,35.6625,756,COOP,24669
35.5261,-83.3089,316341,OCONALUFTEE,35.5261,622,COOP,24678
35.6672,-82.1236,316380,OLD FORT AG,35.6672,434,COOP,24681
35.2678,-82.7031,316805,PISGAH FORES,35.2678,643,COOP,24697
36.4783,-77.6717,317319,ROANOKE RAPI,36.4783,64,COOP,24732
35.1267,-82.8175,317486,ROSMAN,35.1267,671,COOP,24744
35.7,-80.6167,317618,SALISBURY 9,35.7,213,COOP,24752
33.9275,-78.3894,317813,SHALLOTTE AG,33.9275,6,COOP,24763
35.3144,-81.5336,317845,SHELBY 2 NNE,35.3144,280,COOP,24766
35.5164,-78.3458,317994,SMITHFIELD,35.5164,46,COOP,24771
35.455,-77.6667,318066,SNOW HILL WW,35.455,12,COOP,24781
35.81,-80.8808,318292,STATESVILLE,35.81,290,COOP,24792
35.395,-76.3261,318450,SWANQUARTER,35.395,1,COOP,24799
35.2058,-82.2517,318744,TRYON,35.2058,366,COOP,24815
35.8933,-80.8142,318778,TURNERSBURG,35.8933,251,COOP,24818
35.5233,-81.4442,318906,VALE AG 2 SW,35.5233,274,COOP,24820
35.7742,-83.0981,319123,WATERVILLE 2,35.7742,439,COOP,24829
35.85,-77.0333,319440,WILLIAMSTON,35.85,6,COOP,24844
34.1425,-77.8786,319461,WILMINGTON 7,34.1425,9,COOP,24846
36.1306,-80.5481,319675,YADKINVILLE,36.1306,267,COOP,24856
46.0358,-99.3775,320382,ASHLEY,46.0358,610,COOP,24875
48.8325,-100.4386,320941,BOTTINEAU,48.8325,500,COOP,24896
46.1825,-103.4061,320995,BOWMAN,46.1825,908,COOP,24901
46.8769,-97.2328,321408,CASSELTON AG,46.8769,285,COOP,24917
48.8628,-97.7014,321435,CAVALIER 7 N,48.8628,271,COOP,24918
47.345,-102.655,322365,DUNN CENTER,47.345,680,COOP,24946
47.9217,-97.0981,323621,GRAND FORKS,47.9217,253,COOP,24993
46.5917,-101.8075,324091,HEART BUTTE,46.5917,650,COOP,25014
46.8844,-98.685,324418,JAMESTOWN ST,46.8844,447,COOP,25028
48.6278,-101.3767,325002,LANSFORD,48.6278,491,COOP,25046
47.4989,-97.3514,325660,MAYVILLE,47.4989,288,COOP,25076
46.4025,-97.2381,325754,MC LEOD 3 E,46.4025,328,COOP,25080
46.6706,-100.2294,326015,MOFFIT 3 SE,46.6706,549,COOP,25101
46.7,-98.5842,326105,MONTPELIER,46.7,421,COOP,25103
46.5067,-99.7692,326255,NAPOLEON,46.5067,604,COOP,25107
46.8925,-101.4897,326365,NEW SALEM 5,46.8925,670,COOP,25113
48.0797,-100.875,328990,VELVA 3 NE,48.0797,468,COOP,25193
48.6031,-100.2931,329445,WILLOW CITY,48.6031,454,COOP,25221
39.1161,-81.7439,330573,BELLEVILLE L,39.1161,171,COOP,25257
41.0333,-81.0167,330639,BERLIN LAKE,41.0333,317,COOP,25265
39.5469,-81.6286,330676,BEVERLY STP,39.5469,244,COOP,25268
41.3831,-83.6111,330862,BOWLING GREE,41.3831,206,COOP,25276
41.4619,-84.5272,331042,BRYAN 2 SE,41.4619,223,COOP,25279
39.9519,-82.4817,331057,BUCKEYE LAKE,39.9519,270,COOP,25280
40.3,-82.65,331404,CENTERBURG 2,40.3,367,COOP,25316
41.5833,-81.1833,331458,CHARDON,41.5833,344,COOP,25317
39.6106,-82.9547,331592,CIRCLEVILLE,39.6106,205,COOP,25342
40.0606,-82.8942,331777,COLUMBUS HAP,40.0606,244,COOP,25359
39.8469,-82.9872,331779,COLUMBUS PAR,39.8469,225,COOP,25361
40.3886,-81.3433,332160,DENNISON WAT,40.3886,262,COOP,25390
39.7347,-84.6336,332485,EATON,39.7347,305,COOP,25403
40.7167,-82.8,333021,GALION WATER,40.7167,357,COOP,25427
38.8203,-82.1822,333029,GALLIPOLIS,38.8203,173,COOP,25428
39.6667,-80.8667,333500,HANNIBAL LOC,39.6667,189,COOP,25457
39.0775,-82.7053,334004,JACKSON 3 NW,39.0775,244,COOP,25478
39.3531,-84.2606,334238,KINGS MILLS,39.3531,213,COOP,25488
39.7156,-82.6072,334403,LANCASTER,39.7156,274,COOP,25506
39.4667,-82.7333,334434,LAURELVILLE,39.4667,232,COOP,25508
39.5292,-82.385,334672,LOGAN,39.5292,220,COOP,25521
39.8833,-83.45,334681,LONDON,39.8833,311,COOP,25522
39.4089,-81.4331,334927,MARIETTA WWT,39.4089,177,COOP,25538
39.2,-84.7,335188,MIAMITOWN,39.2,147,COOP,25556
41.5803,-84.6078,335438,MONTPELIER,41.5803,262,COOP,25574
41.3,-80.7667,335505,MOSQUITO CRE,41.3,277,COOP,25575
41.4,-84.1119,335667,NAPOLEON 1NE,41.4,198,COOP,25585
39.7331,-82.2156,335857,NEW LEXINGTO,39.7331,271,COOP,25602
41.2667,-82.2167,336196,OBERLIN,41.2667,249,COOP,25626
39.5167,-84.7333,336375,OXFORD,39.5167,274,COOP,25636
41.1244,-84.5922,336465,PAULDING,41.1244,213,COOP,25644
38.7569,-82.8872,336781,PORTSMOUTH S,38.7569,165,COOP,25668
40.1394,-83.9289,337400,ST PARIS 2 N,40.1394,360,COOP,25701
39.0703,-82.2914,337410,SALEM CENTER,39.0703,226,COOP,25702
38.4239,-82.5936,337857,SOUTH POINT,38.4239,169,COOP,25717
39.9667,-83.8167,337935,SPRINGFIELD,39.9667,283,COOP,25727
40.3761,-80.6281,338025,STEUBENVILLE,40.3761,302,COOP,25729
41.1314,-81.4042,338062,STOW 4 SE,41.1314,323,COOP,25730
40.8494,-84.5808,338609,VAN WERT 1 S,40.8494,241,COOP,25767
41.2,-80.8167,338769,WARREN 3 S,41.2,274,COOP,25776
41.5183,-84.1453,338822,WAUSEON WATE,41.5183,229,COOP,25780
39.1114,-82.9797,338830,WAVERLY,39.1114,171,COOP,25781
40.1264,-82.9433,338951,WESTERVILLE,40.1264,247,COOP,25784
38.805,-83.4356,339050,WEST UNION 6,38.805,241,COOP,25789
39.6167,-83.9,339361,XENIA 6 SSE,39.6167,295,COOP,25816
36.8186,-98.6447,340193,ALVA 1 NE,36.8186,398,COOP,25834
36.2483,-98.1881,340215,AMES,36.2483,370,COOP,25839
34.2208,-95.615,340256,ANTLERS,34.2208,152,COOP,25844
34.8958,-98.3594,340260,APACHE,34.8958,390,COOP,25846
34.385,-94.8981,340567,BATTIEST,34.385,251,COOP,25871
36.5297,-97.4472,340755,BILLINGS,36.5297,305,COOP,25879
34.6008,-96.3131,341648,CENTRAHOMA 2,34.6008,216,COOP,25937
34.4497,-98.6222,341706,CHATTANOOGA,34.4497,352,COOP,25941
35.6,-99.6833,341738,CHEYENNE,35.6,611,COOP,25948
34.2742,-96.4139,342011,COLEMAN,34.2742,235,COOP,25973
35.9419,-97.5842,342242,CRESCENT 1SE,35.9419,337,COOP,25981
34.5433,-95.6764,342354,DAISY 4 ENE,34.5433,230,COOP,25986
34.5011,-97.9592,342660,DUNCAN,34.5011,343,COOP,25993
34.4736,-98.1558,342668,DUNCAN 11 W,34.4736,326,COOP,25997
35.655,-97.4681,342788,EDMOND,35.655,360,COOP,26003
34.6525,-97.4506,342872,ELMORE CITY,34.6525,311,COOP,26014
36.4194,-97.8747,342912,ENID,36.4194,379,COOP,26016
36.3744,-99.6264,343070,FARGO,36.3744,643,COOP,26032
35.6267,-98.3225,343497,GEARY,35.6267,488,COOP,26057
36.9544,-96.78,343909,HARDY 1 SE,36.9544,373,COOP,26085
34.6286,-99.1394,343998,HEADRICK,34.6286,414,COOP,26091
34.22,-97.4783,344001,HEALDTON,34.22,294,COOP,26092
36.5381,-98.2661,344019,HELENA 1 SSE,36.5381,426,COOP,26097
36.7222,-97.7911,344573,JEFFERSON,36.7222,319,COOP,26128
35.8583,-97.9294,344861,KINGFISHER,35.8583,320,COOP,26138
36.3894,-98.1061,344950,LAHOMA RESEA,36.3894,389,COOP,26145
36.6878,-97.5572,345013,LAMONT,36.6878,307,COOP,26152
34.65,-98.4,345068,LAWTON 2N,34.65,342,COOP,26161
35.8714,-99.3461,345090,LEEDEY,35.8714,629,COOP,26163
34.0919,-96.7708,345468,MADILL,34.0919,235,COOP,26180
36.1522,-97.6225,345589,MARSHALL,36.1522,319,COOP,26192
34.3094,-95.8672,345713,MCGEE CREEK,34.3094,205,COOP,26201
36.8053,-97.7347,345768,MEDFORD,36.8053,331,COOP,26202
35.1464,-99.4956,346035,MORAVIA 2 NN,35.1464,515,COOP,26211
36.0483,-97.39,346110,MULHALL 1 SE,36.0483,300,COOP,26214
36.8914,-97.0586,346278,NEWKIRK 1 NW,36.8914,347,COOP,26221
35.0833,-97.3833,346338,NOBLE,35.0833,320,COOP,26225
35.7272,-97.9811,346620,OKARCHE,35.7272,379,COOP,26235
35.4056,-97.5972,346659,OKLAHOMA CIT,35.4056,394,COOP,26244
36.3506,-98.4786,346751,ORIENTA 1 SS,36.3506,384,COOP,26253
36.2886,-97.2897,347012,PERRY,36.2886,312,COOP,26275
34.4997,-96.6275,347214,PONTOTOC,34.4997,312,COOP,26280
35.4861,-96.6942,347264,PRAGUE,35.4861,308,COOP,26285
35.1589,-99.3658,347565,RETROP,35.1589,542,COOP,26300
34.8511,-99.0208,347727,ROOSEVELT,34.8511,446,COOP,26309
35.3061,-99.6275,347952,SAYRE,35.3061,579,COOP,26319
35.3383,-96.8931,348110,SHAWNEE,35.3383,322,COOP,26330
35.7975,-96.6658,348563,STROUD 3 N,35.7975,276,COOP,26361
36.1508,-99.3003,349172,VICI,36.1508,690,COOP,26398
36.5758,-98.8797,349404,WAYNOKA,36.5758,460,COOP,26421
35.52,-98.6986,349422,WEATHERFORD,35.52,493,COOP,26424
35.0381,-99.5739,349668,WILLOW 4 NW,35.0381,500,COOP,26440
36.4408,-99.3817,349760,WOODWARD,36.4408,575,COOP,26445
44.8197,-120.7533,350197,ANTELOPE 6 S,44.8197,924,COOP,26484
45.7211,-120.205,350265,ARLINGTON,45.7211,84,COOP,26490
44.1178,-121.2108,350699,BEND 7 NE,44.1178,1024,COOP,26525
45.6361,-121.9519,350897,BONNEVILLE D,45.6361,19,COOP,26545
42.03,-124.2453,351055,BROOKINGS 2,42.03,15,COOP,26551
45.6833,-121.8833,351407,CASCADE LOCK,45.6833,31,COOP,26590
43.1872,-124.2025,351836,COQUILLE CIT,43.1872,7,COOP,26629
44.1308,-122.2419,351914,COUGAR DAM,44.1308,384,COOP,26640
42.8967,-122.1328,351946,CRATER LAKE,42.8967,1974,COOP,26646
43.45,-121.7,351986,CRESCENT,43.45,1357,COOP,26649
44.7242,-122.2547,352292,DETROIT DAM,44.7242,372,COOP,26674
45.4833,-123.1242,352325,DILLEY 1 S,45.4833,50,COOP,26679
45.2689,-122.3186,352693,ESTACADA 2 S,45.2689,137,COOP,26721
44.4139,-122.6728,353047,FOSTER DAM,44.4139,168,COOP,26762
42.4244,-123.3236,353445,GRANTS PASS,42.4244,283,COOP,26793
45.3122,-123.3511,353705,HASKINS DAM,45.3122,230,COOP,26821
45.45,-122.1536,353770,HEADWORKS PT,45.45,228,COOP,26825
45.8619,-119.3119,353818,HERMISTON 2,45.8619,140,COOP,26828
45.3653,-119.5639,353827,HEPPNER,45.3653,575,COOP,26829
44.3525,-122.7842,353971,HOLLEY,44.3525,186,COOP,26836
42.2292,-122.3814,354060,HOWARD PRAIR,42.2292,1392,COOP,26843
42.2303,-121.7631,354501,KLAMATH FALL,42.2303,1295,COOP,26895
44.6253,-122.7189,354606,LACOMB 3 NNE,44.6253,158,COOP,26900
44.1,-122.6883,354811,LEABURG 1 SW,44.1,206,COOP,26924
43.9136,-122.7597,355050,LOOKOUT POIN,43.9136,217,COOP,26939
42.6722,-122.675,355055,LOST CREEK D,42.6722,482,COOP,26941
45.9306,-119.2956,355392,MCNARY DAM N,45.9306,110,COOP,26980
45.1783,-122.5064,355681,MOLALLA 7NE,45.1783,197,COOP,27007
43.0394,-123.2656,355894,MYRTLE CREEK,43.0394,214,COOP,27031
45.8136,-123.7753,355971,NEHALEM 9 NE,45.8136,43,COOP,27037
43.65,-117.2467,356405,OWYHEE DAM,43.65,732,COOP,27074
44.7275,-121.2506,356532,PELTON DAM,44.7275,430,COOP,27085
45.5611,-122.5381,356750,PORTLAND NWS,45.5611,6,COOP,27109
42.9506,-123.3572,357169,RIDDLE,42.9506,207,COOP,27150
45.125,-122.0722,358466,THREE LYNX,45.125,341,COOP,27272
43.275,-122.4497,358536,TOKETEE FALL,43.275,628,COOP,27291
45.5533,-122.3886,358634,TROUTDALE,45.5533,10,COOP,27306
43.2828,-123.3536,359461,WINCHESTER,43.2828,140,COOP,27379
40.5361,-79.8153,360022,ACMETONIA LO,40.5361,228,COOP,27394
39.9356,-77.2578,360656,BIGLERVILLE,39.9356,219,COOP,27444
41.8975,-78.7144,360868,BRADFORD 4 S,41.8975,506,COOP,27460
41.6175,-76.8611,361212,CANTON,41.6175,354,COOP,27486
39.7994,-79.3669,361705,CONFLUENCE 1,39.7994,454,COOP,27529
39.9969,-79.5964,361726,CONNELLSVILL,39.9969,274,COOP,27535
40.0744,-75.3178,361737,CONSHOHOCKEN,40.0744,21,COOP,27539
41.7333,-77.1167,361833,COVINGTON 2,41.7333,532,COOP,27554
41.9903,-77.1567,361838,COWANESQUE D,41.9903,351,COOP,27555
40.4681,-78.7289,362470,EBENSBURG SE,40.4681,591,COOP,27598
40.5,-80.0833,362574,EMSWORTH L/D,40.5,219,COOP,27610
41.4003,-79.8306,363028,FRANKLIN,41.4003,309,COOP,27632
41.7356,-77.6519,363130,GALETON,41.7356,410,COOP,27636
40.0997,-75.7506,363321,GLENMOORE,40.0997,152,COOP,27652
40.55,-80.2167,363343,GLENWILLARD,40.55,216,COOP,27654
40.9667,-78.5872,363417,GRAMPIAN 1E,40.9667,460,COOP,27659
39.7833,-79.9167,363451,GRAYS LANDIN,39.7833,244,COOP,27664
40.2817,-76.8703,363698,HARRISBURG 1,40.2817,128,COOP,27682
40.6,-79.1167,364214,INDIANA 3 SE,40.6,336,COOP,27714
40.05,-76.2742,364763,LANCASTER 2,40.05,91,COOP,27751
41.4247,-76.4925,364815,LAPORTE,41.4247,599,COOP,27758
40.1692,-79.1411,364839,LAUREL SUMMI,40.1692,832,COOP,27762
40.8222,-75.6961,364934,LEHIGHTON 1,40.8222,177,COOP,27770
40.9486,-76.8783,364976,LEWISBURG,40.9486,152,COOP,27773
40.5869,-77.5697,364992,LEWISTOWN,40.5869,140,COOP,27777
40.6167,-79.7167,366151,NATRONA LOCK,40.6167,232,COOP,27875
40.1358,-74.955,366194,NESHAMINY FA,40.1358,30,COOP,27878
40.075,-76.0717,366238,NEW HOLLAND,40.075,184,COOP,27883
40.8722,-78.2153,366921,PHILIPSBURG,40.8722,524,COOP,27935
41.7333,-75.45,367029,PLEASANT MOU,41.7333,548,COOP,27951
39.7333,-79.9167,367073,POINT MARION,39.7333,247,COOP,27953
40.925,-79.2825,367229,PUTNEYVILLE,40.925,390,COOP,27973
41.3297,-77.7381,367409,RENOVO,41.3297,201,COOP,27988
41.42,-78.7497,367477,RIDGWAY,41.42,415,COOP,27996
39.8958,-76.3947,367732,SAFE HARBOR,39.8958,59,COOP,28007
40.51,-79.5458,367782,SALINA 3 W,40.51,338,COOP,28014
40.6833,-79.6667,367863,SCHENLEY LOC,40.6833,239,COOP,28019
40.3589,-75.3222,367938,SELLERSVILLE,40.3589,104,COOP,28025
41.05,-80.0667,368184,SLIPPERY ROC,41.05,381,COOP,28044
39.9964,-79.0833,368244,SOMERSET,39.9964,640,COOP,28050
41.8167,-80.4333,368361,SPRINGBORO 3,41.8167,306,COOP,28060
40.5711,-75.2686,368400,SPRINGTOWN 1,40.5711,262,COOP,28066
40.7933,-77.8672,368449,STATE COLLEG,40.7933,357,COOP,28069
41.4,-78.0167,368469,STEVENSON DA,41.4,284,COOP,28072
40.8544,-76.7925,368668,SUNBURY,40.8544,134,COOP,28087
41.8983,-77.1419,368868,TIOGA HAMMON,41.8983,375,COOP,28101
41.4833,-79.4333,368873,TIONESTA 2 S,41.4833,366,COOP,28102
41.6333,-79.7,368888,TITUSVILLE W,41.6333,372,COOP,28105
40.6644,-78.2192,369022,TYRONE,40.6644,271,COOP,28120
41.85,-79.15,369298,WARREN,41.85,369,COOP,28138
39.9,-80.1667,369367,WAYNESBURG 1,39.9,287,COOP,28147
41.7003,-77.3894,369408,WELLSBORO 4,41.7003,554,COOP,28151
40.4667,-78.2,369714,WILLIAMSBURG,40.4667,256,COOP,28168
33.4322,-79.5736,380184,ANDREWS,33.4322,11,COOP,28228
34.2558,-82.5656,380204,ANTREVILLE,34.2558,206,COOP,28229
33.2564,-81.2422,380490,BARNWELL 5 E,33.2564,75,COOP,28232
35.1072,-82.6256,381256,CAESARS HEAD,35.1072,975,COOP,28251
34.8819,-80.9483,381462,CATAWBA,34.8819,171,COOP,28256
34.2181,-81.1122,381479,CEDAR CREEK,34.2181,103,COOP,28257
34.7208,-81.2261,381633,CHESTER 1 NW,34.7208,158,COOP,28266
34.4719,-81.8839,381814,CLINTON,34.4719,192,COOP,28273
35.0217,-81.0072,383216,FORT MILL 4,35.0217,173,COOP,28302
35.1381,-81.5961,383433,GASTON SHOAL,35.1381,183,COOP,28308
34.5581,-80.8911,383700,GREAT FALLS,34.5581,109,COOP,28315
34.85,-82.35,383742,GREENVILLE W,34.85,316,COOP,28320
34.2528,-82.035,383758,GREENWOOD 8N,34.2528,165,COOP,28323
34.3664,-80.1167,383990,HARTSVILLE,34.3664,67,COOP,28325
33.3172,-80.4183,384205,HOLLY HILL 1,33.3172,29,COOP,28334
33.3,-79.6667,384449,JAMESTOWN,33.3,0,COOP,28341
34.4989,-82.0219,385017,LAURENS,34.4989,180,COOP,28353
34.1994,-81.4147,385200,LITTLE MOUNT,34.1994,217,COOP,28355
34.7794,-81.4564,385232,LOCKHART,34.7794,122,COOP,28356
33.695,-80.2364,385493,MANNING,33.695,30,COOP,28364
33.9167,-82.15,385660,MCCORMICK,33.9167,151,COOP,28374
33.25,-79.9833,385946,MONCKS CORNE,33.25,15,COOP,28377
34.1944,-79.2478,386114,MULLINS 4 W,34.1944,34,COOP,28381
34.2825,-81.6269,386209,NEWBERRY,34.2825,145,COOP,28386
35.0647,-81.5053,386293,NINETY NINE,35.0647,152,COOP,28387
33.9978,-81.7747,387631,SALUDA,33.9978,146,COOP,28428
34.6058,-82.7297,387687,SANDY SPRING,34.6058,250,COOP,28431
34.635,-81.5206,387722,SANTUCK,34.635,158,COOP,28433
34.9078,-81.9139,388188,SPARTANBURG,34.9078,186,COOP,28442
33.0414,-80.2322,388426,SUMMERVILLE,33.0414,20,COOP,28450
35.0197,-82.6925,388472,TABLE ROCK,35.0197,311,COOP,28453
33.6333,-81.3833,388879,WAGENER 1 SW,33.6333,131,COOP,28462
32.8847,-80.6761,388922,WALTERBORO 1,32.8847,17,COOP,28464
34.3981,-82.2297,388951,WARE SHOALS,34.3981,141,COOP,28466
43.4892,-99.0631,390043,ACADEMY 2 NE,43.4892,512,COOP,28483
44.4989,-104.035,390554,BEAR RIDGE,44.4989,1189,COOP,28509
44.9906,-103.9339,390565,BELLE FOURCH,44.9906,975,COOP,28512
45.7856,-97.7519,391049,BRITTON,45.7856,408,COOP,28526
45.5489,-103.9744,391294,CAMP CROOK,45.5489,951,COOP,28537
43.3156,-96.6553,391392,CANTON 4 WNW,43.3156,410,COOP,28540
44.8986,-98.1044,392371,DOLAND,44.8986,413,COOP,28594
44.8658,-101.4672,392446,DUPREE 15 SS,44.8658,732,COOP,28598
43.3036,-103.8458,392557,EDGEMONT,43.3036,1092,COOP,28602
45.7917,-99.6417,392797,EUREKA,45.7917,567,COOP,28614
45.0394,-99.1417,392927,FAULKTON 1 N,45.0394,479,COOP,28620
44.0344,-98.9869,393211,GANN VALLEY,44.0344,518,COOP,28633
43.2356,-99.4339,393452,GREGORY,43.2356,658,COOP,28648
45.36,-103.8117,393560,HARDING 3 SE,45.36,1036,COOP,28650
44.6633,-97.2267,393681,HAYTI,44.6633,514,COOP,28657
44.0122,-97.5242,394037,HOWARD,44.0122,475,COOP,28677
43.9064,-99.8636,394516,KENNEBEC,43.9064,518,COOP,28695
44.6122,-101.3369,394596,KIRLEY 6 N,44.6122,658,COOP,28698
43.1008,-101.5658,394651,LA CREEK NAT,43.1008,939,COOP,28700
44.3533,-103.7714,394834,LEAD,44.3533,1631,COOP,28705
45.9397,-102.1575,394864,LEMMON,45.9397,782,COOP,28707
43.9906,-97.0925,395090,MADISON 2 SE,43.9906,506,COOP,28719
43.1833,-101.6333,395285,MARTIN 5 E,43.1833,934,COOP,28724
45.8139,-100.8089,395406,MC LAUGHLIN,45.8139,610,COOP,28729
43.2356,-97.5711,395481,MENNO,43.2356,404,COOP,28733
45.2203,-96.6253,395531,MILBANK,45.2203,352,COOP,28735
43.1114,-100.6083,395638,MISSION 14 S,43.1114,856,COOP,28743
43.7031,-98.0356,395669,MITCHELL,43.7031,396,COOP,28746
45.5656,-100.4489,395691,MOBRIDGE 2 N,45.5656,517,COOP,28749
43.7044,-97.1858,395733,MONTROSE,43.7044,457,COOP,28752
43.8769,-103.4578,395870,MT RUSHMORE,43.8769,1600,COOP,28759
43.8894,-100.7078,395891,MURDO,43.8894,707,COOP,28761
44.0622,-103.4819,396427,PACTOLA DAM,44.0622,1439,COOP,28779
45.9042,-100.2875,396712,POLLOCK,45.9042,498,COOP,28792
44.115,-103.2828,396947,RAPID CITY 4,44.115,1052,COOP,28800
44.0728,-103.2108,396948,RAPID CITY W,44.0728,1030,COOP,28801
43.5878,-96.73,397666,SIOUX FALLS,43.5878,436,COOP,28847
42.9939,-97.8619,398472,TYNDALL,42.9939,433,COOP,28872
42.7625,-96.9194,398622,VERMILLION 2,42.7625,363,COOP,28878
35.4322,-84.5833,400284,ATHENS,35.4322,287,COOP,28932
36.4642,-86.3278,400669,BETHPAGE 1 S,36.4642,171,COOP,28940
36.7306,-85.1256,401310,BYRDSTOWN,36.7306,268,COOP,28966
35.7047,-86.4869,401720,CHRISTIANA 5,35.7047,229,COOP,29000
35.2203,-84.7981,401808,CLEVELAND FI,35.2203,244,COOP,29006
35.6386,-87.0872,401957,COLUMBIA 3 W,35.6386,198,COOP,29018
35.6394,-84.665,402388,DECATUR 7NE,35.6394,229,COOP,29044
35.5953,-88.1175,402390,DECATURVILLE,35.5953,151,COOP,29045
36.3644,-82.2325,402806,ELIZABETHTON,36.3644,535,COOP,29066
35.6392,-85.3586,403040,FALL CREEK F,35.6392,546,COOP,29082
35.15,-86.5411,403074,FAYETTEVILLE,35.15,221,COOP,29086
35.6878,-83.5369,403420,GATLINBURG 2,35.6878,443,COOP,29105
35.0761,-89.7431,403447,GERMANTOWN 4,35.0761,98,COOP,29108
35.6214,-88.8456,404561,JACKSON EXP,35.6214,122,COOP,29142
36.5194,-82.5275,404858,KINGSPORT,36.5194,391,COOP,29168
35.8581,-84.5275,404871,KINGSTON,35.8581,223,COOP,29171
35.2983,-86.3631,405525,LYNCHBURG,35.2983,247,COOP,29228
35.1297,-89.8036,405956,MEMPHIS WFO,35.1297,94,COOP,29254
35.2244,-85.8417,406162,MONTEAGLE,35.2244,564,COOP,29260
36.1542,-85.2639,406170,MONTEREY,36.1542,567,COOP,29261
36.1014,-87.2847,406180,MONTGOMERY B,36.1014,183,COOP,29263
36.1678,-83.4011,406272,MORRISTOWN W,36.1678,408,COOP,29270
36.4758,-81.7917,406292,MOUNTAIN CIT,36.4758,765,COOP,29273
35.6558,-88.0064,406308,MOUSETAIL LA,35.6558,137,COOP,29274
35.655,-83.4411,406328,MT LECONTE,35.655,1979,COOP,29276
36.1083,-86.6833,406403,NASHVILLE BE,36.1083,171,COOP,29286
35.9833,-83.2008,406534,NEWPORT 1 NW,35.9833,316,COOP,29296
36.2469,-86.5631,406806,OLD HICKORY,36.2469,180,COOP,29313
36.5028,-84.5308,406829,ONEIDA,36.5028,439,COOP,29315
35.5981,-85.1936,407184,PIKEVILLE,35.5981,263,COOP,29331
35.1839,-87.0422,407459,PULASKI WAST,35.1839,193,COOP,29345
36.1847,-82.0467,407770,ROAN MOUNTAI,36.1847,875,COOP,29352
35.3883,-89.3717,408450,SOMERVILLE 1,35.3883,113,COOP,29390
35.9567,-85.4814,408522,SPARTA,35.9567,311,COOP,29395
36.465,-83.5603,408868,TAZEWELL,36.465,416,COOP,29409
35.3453,-86.2089,409155,TULLAHOMA,35.3453,312,COOP,29422
36.0611,-86.9056,409431,WARNER PARK,36.0611,191,COOP,29438
35.3042,-87.7592,409502,WAYNESBORO,35.3042,229,COOP,29447
36.4511,-86.6456,409709,WHITE HOUSE,36.4511,250,COOP,29454
35.8428,-86.0875,409866,WOODBURY 1 W,35.8428,229,COOP,29464
33.84,-101.8581,410012,ABERNATHY,33.84,1024,COOP,29466
32.7169,-99.3039,410120,ALBANY,32.7169,427,COOP,29483
30.3703,-103.7808,410176,ALPINE 7NW,30.3703,1500,COOP,29491
29.4608,-101.0286,410225,AMISTAD DAM,29.4608,353,COOP,29508
33.4406,-98.3708,410271,ANTELOPE,33.4406,317,COOP,29519
31.8411,-97.2114,410297,AQUILLA 1 SS,31.8411,158,COOP,29522
26.8339,-97.7078,410345,ARMSTRONG 4S,26.8339,8,COOP,29529
33.1525,-100.2333,410394,ASPERMONT,33.1525,534,COOP,29532
32.1639,-95.8294,410404,ATHENS,32.1639,137,COOP,29534
33.1244,-94.1661,410408,ATLANTA,33.1244,96,COOP,29536
28.3711,-96.8364,410436,AUSTWELL,28.3711,3,COOP,29551
