This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"BRFV2","RUSSELL FORK",-82.3167,37.2500,355,"HYD","42535"
"BRMA3","BAR M NR WOO",-111.6000,34.8667,1945,"HYD","42671"
"BRNT1","LOOSAHATCHIE",-89.7639,35.2811,-9999,"HYD","42720"
"BRTC1","BARRETT LAKE",-116.6694,32.6806,495,"HYD","42822"
"BRUT2","ROUND ROCK #",-97.6118,30.5617,218,"HYD","42860"
"BRVG1","BLAIRSVILLE",-83.9361,34.8411,553,"HYD","42870"
"BRWC1","BEAR RIVER N",-121.4056,39.0000,22,"HYD","42884"
"BSCT2","BIG SATAN CR",-100.9639,29.6639,454,"HYD","42955"
"BSGM7","DCP LOCATED",-94.1825,36.6158,349,"HYD","42978"
"BSGN7","BALSAM GROVE",-82.8817,35.2417,878,"HYD","42979"
"BSLM2","BRISTOL/JUG",-76.7047,38.7750,-9999,"HYD","43015"
"BTDN7","BEETREE DAM",-82.3997,35.6425,829,"HYD","43135"
"BTNN7","BEE TREE",-82.4008,35.6819,1047,"HYD","43206"
"BTPC1","BEAR TRAP ME",-118.8581,36.6761,2073,"HYD","43220"
"BTRC1","BATTLE RIDGE",-121.7500,40.3331,1037,"HYD","43226"
"BTYO3","SPRAGUE R NE",-121.2375,42.4472,1313,"HYD","43286"
"BULC1","BUELLTON",-120.2000,34.6167,162,"HYD","43370"
"BULO3","BULLY CREEK",-117.4125,44.0306,762,"HYD","43377"
"BULQ2","BULL RIVER @",-115.3600,49.4900,-9999,"HYD","43378"
"BULW4","BULL LAKE CR",-109.0222,43.2425,1724,"HYD","43386"
"BUMC1","BEAUMONT CIT",-116.9756,33.9286,800,"HYD","43387"
"BUPC1","BUCKS CREEK",-121.3167,39.9100,537,"HYD","43414"
"BUSC1","BURRELL FIRE",-121.9056,37.1094,564,"HYD","43447"
"BUSO2","BURBANK OCS",-96.8108,36.6342,301,"HYD","43452"
"BUYA3","WHITETANKS #",-112.4944,33.4511,318,"HYD","43494"
"BVDN7","BREVARD RAIN",-82.6967,35.2494,643,"HYD","43516"
"BVRO2","BEAVER RIVER",-100.5167,36.8167,-9999,"HYD","43565"
"BWRW2","DAVIS",-79.4694,39.1294,933,"HYD","43669"
"BWST2","BROWNFIELD 2",-102.2708,33.1517,1010,"HYD","43676"
"BWXW4","BUFFALO BILL",-109.1672,44.4678,1633,"HYD","43692"
"BYSK2","BRYAN STATIO",-84.4133,38.0764,274,"HYD","43776"
"BZRK1","SOUTH FORK C",-96.5122,38.2858,-9999,"HYD","43810"
"CAEC1","CALERO",-121.7569,37.1697,168,"HYD","43878"
"CALG1","CALHOUN",-84.9544,34.5189,183,"HYD","43930"
"CAPN2","CARSON CITY",-119.7336,39.1961,1436,"HYD","44044"
"CARF1","CARYVILLE",-85.8278,30.7756,12,"HYD","44062"
"CAVA3","CAVE CREEK B",-111.9533,33.8872,695,"HYD","44147"
"CAZO1","CADIZ",-80.9703,40.2453,345,"HYD","44183"
"CBGC1","CARBON CYN G",-117.7833,33.9167,495,"HYD","44240"
"CBHO1","CARBON HILL",-82.2403,39.5011,213,"HYD","44249"
"CBKS2","COLD BROOK R",-103.4756,43.4319,1093,"HYD","44262"
"CBQA3","CIBECUE CREE",-110.5569,33.8431,976,"HYD","44298"
"CBTC1","CRABTREE MEA",-118.3450,36.5633,3262,"HYD","44332"
"CBVT2","ABV NUECES R",-97.7667,27.9333,-9999,"HYD","44344"
"CBYN1","CORBY",-95.9506,41.2839,313,"HYD","44353"
"CCAI3","CICERO CREEK",-86.0006,40.1743,253,"HYD","44364"
"CCDO2","SPAVINAW CRE",-94.6850,36.3225,-9999,"HYD","44407"
"CCEC1","COW CREEK",-121.8531,40.6031,866,"HYD","44412"
"CCFN7","CANE CREEK N",-82.4891,35.4357,634,"HYD","44421"
"CCHV2","CAPE CHARLES",-75.9272,37.2908,-9999,"HYD","44439"
"CCMA3","CHINLE CREEK",-109.7100,36.9440,1439,"HYD","44480"
"CCPC1","CACTUS COUNT",-116.9222,32.8681,125,"HYD","44502"
"CCUN2","CLEAR CK UPP",-119.8892,39.0894,2372,"HYD","44568"
"CCYA3","CIRCLE CITY",-112.5903,33.8228,576,"HYD","44589"
"CDCC1","CATHEDRAL CA",-116.4744,33.7289,654,"HYD","44617"
"CDFP1","BRANDYWINE C",-75.5936,39.8697,46,"HYD","44642"
"CDLC1","RUSSIAN R NR",-123.0525,38.8794,107,"HYD","44665"
"CDWC1","CONN DAM",-122.3728,38.4819,101,"HYD","44746"
"CDZK2","LITTLE RIVER",-87.7333,36.7833,-9999,"HYD","44757"
"CEF","WESTOVER AIR",-72.5342,45.1981,75,"HYD","44792"
"CEPN7","EAST FORK PI",-82.8703,35.4617,805,"HYD","44841"
"CFBT2","CLEAR FORK T",-97.4417,32.6650,186,"HYD","44876"
"CFKT1","CLEAR FORK N",-84.6303,36.3883,330,"HYD","44899"
"CFRC1","COFFEE RIDGE",-122.7169,41.0831,927,"HYD","44919"
"CFSO2","LITTLE WASHI",-98.1281,34.8992,431,"HYD","44929"
"CFWC1","CAMP FAR WES",-121.3147,39.0503,79,"HYD","44942"
"CGSO2","LITTLE WASHI",-98.0753,34.9367,384,"HYD","45004"
"CHAL1","CHAUVIN BAYO",-92.1111,32.4822,-9999,"HYD","45030"
"CHAN7","CHATUGE DAM",-83.7931,35.0175,-9999,"HYD","45044"
"CHCG1","KEITHS MILL",-84.8806,34.7433,204,"HYD","45075"
"CHIG1","CHICKAMAUGA",-85.2889,34.8658,219,"HYD","45169"
"CHLA3","CHILDS PRECI",-111.7000,34.3500,829,"HYD","45207"
"CHOO1","CHARLES MILL",-82.3631,40.7406,301,"HYD","45288"
"CHRS2","CHEYENNE RIV",-102.8933,43.6731,814,"HYD","45337"
"CHSA3","AGUA FRIA 6",-112.4167,33.9833,806,"HYD","45347"
"CHTM7","CARTHAGE",-94.3156,37.1864,288,"HYD","45387"
"CHWC1","CHEWS RIDGE",-121.5648,36.3046,1495,"HYD","45421"
"CIBL1","INDIAN BAYOU",-93.2543,30.3397,4,"HYD","45450"
"CISO2","LITTLE WASHI",-98.1369,34.8553,393,"HYD","45504"
"CJSO2","LITTLE WASHI",-98.1808,34.8983,420,"HYD","45541"
"CKCL1","KAYOUCHEE CO",-93.1668,30.1983,3,"HYD","45554"
"CKEN7","CHEROKEE",-83.2428,35.5706,-9999,"HYD","45567"
"CKGL1","KENNER GULLY",-93.1219,30.2615,4,"HYD","45576"
"CKSC2","SOUTH PLATTE",-102.8133,40.8433,1133,"HYD","45617"
"CKYT1","CHUCKEY",-82.7028,36.2192,457,"HYD","45640"
"CLCC1","CLEAR CRK",-122.7336,40.6389,1006,"HYD","45690"
"CLFA3","COLORADO RIV",-111.5833,36.8667,947,"HYD","45755"
"CLLC1","CALLEGUAS CK",-119.0389,34.1794,21,"HYD","45852"
"CLNK1","CLAYTON 4W D",-100.1000,39.7667,716,"HYD","45903"
"CLRO2","HWY 20 BRDG",-95.6978,36.3072,164,"HYD","45961"
"CLSC1","SACRAMENTO R",-122.0217,39.3383,23,"HYD","45975"
"CLTM2","CALVERTON",-76.9175,39.0847,118,"HYD","46003"
"CLYO2","LITTLE RIVER",-95.1989,34.3256,168,"HYD","46080"
"CMBK2","CUMBERLAND",-82.9939,36.9739,433,"HYD","46104"
"CMDO1","SEVEN MILE C",-84.6444,39.6292,-9999,"HYD","46138"
"CMTN7","CHRISTMOUNT",-82.2911,35.5914,1056,"HYD","46254"
"CMVC1","CAMPTONVILLE",-120.8683,39.4522,1067,"HYD","46263"
"CNBN7","CANOE CREEK",-81.8432,35.8042,403,"HYD","46287"
"CNLO2","DAM NORTH CA",-98.6014,36.0842,503,"HYD","46371"
"CNMP1","CONEMAUGH DA",-79.3678,40.4683,268,"HYD","46379"
"CNNN7","PATTON BRANC",-82.8756,35.5365,793,"HYD","46387"
"CNOC1","CHINO HILLS",-117.7833,33.9839,301,"HYD","46395"
"CNSN4","RESERVOIR",-74.5000,41.1167,351,"HYD","46427"
"CNTA4","PETIT JEAN R",-93.2000,35.0833,100,"HYD","46432"
"COAM8","CONRAD AG RC",-111.9236,48.3045,1130,"HYD","46506"
"COBA3","CANADA DEL O",-110.9421,32.4125,801,"HYD","46515"
"COCC1","COACHELLA CA",-115.4486,33.2556,30,"HYD","46530"
"CODC1","COW RIDGE",-121.6500,37.2667,915,"HYD","46554"
"COGC1","COLGATE POWE",-121.1900,39.3308,183,"HYD","46601"
"COML1","COMITE RIVER",-91.0983,30.5567,3,"HYD","46698"
"COMM7","MISSISSIPPI",-89.4333,37.1500,-9999,"HYD","46700"
"CONL1","BAYOU CONWAY",-90.8444,30.1731,-9999,"HYD","46718"
"COOC1","CHORRO GRAND",-119.3356,34.6069,1326,"HYD","46733"
"CORK2","CORBIN",-84.1000,36.9500,323,"HYD","46797"
"COSC1","COSUMNES RVR",-121.2789,38.4167,23,"HYD","46825"
"COSO2","LITTLE WASHI",-98.1281,34.9492,430,"HYD","46835"
"COWO3","COTTAGE GROV",-123.0500,43.7200,244,"HYD","46902"
"COYC1","COYOTE RSVR",-121.5381,37.0886,245,"HYD","46915"
"CPLC1","CAPLES LAKE",-120.0419,38.7100,2439,"HYD","46996"
"CPLO2","DAM LITTLE C",-95.9528,36.8869,216,"HYD","47000"
"CPPC1","LOS MEDONOS",-121.8550,37.9983,40,"HYD","47020"
"CPPW1","COOPER PASS",-121.2108,47.4297,1000,"HYD","47029"
"CPWA3","CAMP WOOD",-112.8833,34.8000,1753,"HYD","47074"
"CQSO2","LITTLE WASHI",-98.2511,34.9061,431,"HYD","47113"
"CRBQ2","CORBIN",-114.6500,49.5200,-9999,"HYD","47161"
"CRCP1","CROOKED CREE",-79.5111,40.7153,247,"HYD","47182"
"CRDA1","CORDOVA",-87.1703,33.7575,74,"HYD","47188"
"CRDO1","CLARIDON",-82.9833,40.5833,293,"HYD","47200"
"CRKA4","SPADRA CREEK",-93.4683,35.4683,112,"HYD","47284"
"CRKT1","CHEROKEE DAM",-83.4978,36.1692,320,"HYD","47297"
"CRLI3","BUSSEON CREE",-87.4258,38.9742,134,"HYD","47309"
"CRMA3","SR389 CEDAR",-112.8961,36.8817,1593,"HYD","47332"
"CRQC1","CREST PARK",-117.1994,34.2311,1715,"HYD","47405"
"CRRC1","CORRAL HOLLO",-121.4669,37.6633,88,"HYD","47409"
"CRSQ2","CRESTON",-116.5200,49.1000,-9999,"HYD","47457"
"CRSW4","CHEYENNE RIV",-104.1319,43.4211,1105,"HYD","47462"
"CRTA3","CROOK TRAIL",-111.5667,34.5000,1799,"HYD","47464"
"CRTI1","ARCO 17SW",-113.5597,43.4619,1796,"HYD","47469"
"CRXC1","CIRCLE X ALE",-118.9361,34.1092,610,"HYD","47534"
"CRZA3","CARRIZO CREE",-110.2833,33.9833,1448,"HYD","47554"
"CSBC1","CAL STATE SA",-117.2617,34.1867,474,"HYD","47571"
"CSDI1","CASCADE DAM",-116.0500,44.5167,1472,"HYD","47596"
"CSMC1","CASTLE MTN",-120.3278,35.9417,1220,"HYD","47656"
"CSPO3","CASCADIA",-122.4833,44.4000,262,"HYD","47684"
"CSQG1","SOQUE RIVER",-83.5289,34.6186,396,"HYD","47693"
"CTCS2","CASTLE CREEK",-103.8300,44.0136,1805,"HYD","47774"
"CTFN7","EBCI TROUT F",-83.2614,35.5778,785,"HYD","47794"
"CTLP1","CENTRAL CITY",-78.6333,40.1000,-9999,"HYD","47836"
"CTRG1","CARTERS DAM",-84.6706,34.6158,326,"HYD","47886"
"CTTS2","SOUTH FORK B",-101.7667,43.9689,684,"HYD","47912"
"CUSN7","CULLASAJA RI",-83.2942,35.1420,637,"HYD","48010"
"CUXA1","AL CULLMAN 3",-86.7963,34.1954,243,"HYD","48026"
"CVET2","RANGER CREEK",-96.8069,33.5261,203,"HYD","48049"
"CVSO2","LITTLE WASHI",-98.2000,34.8553,414,"HYD","48102"
"CVTM2","CALVERTON",-76.9278,39.0611,68,"HYD","48107"
"CWXW1","CHESTER MORS",-121.7228,47.4094,482,"HYD","48227"
"CXPT2","CROSS PLAINS",-99.1638,32.1327,536,"HYD","48242"
"CXST2","CHILDRESS 2N",-100.1989,34.4564,592,"HYD","48246"
"CYAC1","CUYAMA FIRE",-119.6167,34.9333,694,"HYD","48252"
"DACC1","DAY CANYON",-117.5317,34.1569,683,"HYD","48380"
"DANA4","PETIT JEAN R",-93.3956,35.0586,113,"HYD","48440"
"DARN8","LAKE DARLING",-101.5833,48.4500,481,"HYD","48470"
"DBEC1","DILLON BEACH",-122.9578,38.2575,139,"HYD","48544"
"DCFC1","DRY CRK FIRE",-122.4667,38.4056,169,"HYD","48648"
"DCHI4","DORCHESTER H",-91.5086,43.4212,201,"HYD","48656"
"DCNG1","CORNELIA",-83.6206,34.5408,344,"HYD","48692"
"DCUC1","DRY CREEK NE",-120.3119,37.6539,222,"HYD","48734"
"DDMC1","DEADMAN CK S",-119.6531,38.3319,2820,"HYD","48783"
"DDWC1","DIDDY WELLS",-122.1000,40.7000,396,"HYD","48805"
"DDZM7","SAC RIVER",-93.6833,37.4500,323,"HYD","48810"
"DECC1","DEER CREEK D",-117.5739,34.1689,707,"HYD","48829"
"DEHT2","COLE CREEK A",-95.4878,29.8511,-9999,"HYD","48873"
"DELT1","DEL RIO",-82.9744,35.8867,476,"HYD","48893"
"DEPI3","DEPUTY",-85.6667,38.8000,165,"HYD","48923"
"DEQA4","COSSATOT RIV",-94.2167,34.0500,109,"HYD","48929"
"DFDW1","DRY FALLS DA",-119.3011,47.6183,482,"HYD","49012"
"DFPO1","DEXTER FALLS",-83.1183,40.0567,262,"HYD","49029"
"DGFC1","REDROCK CREE",-118.8925,34.5222,892,"HYD","49053"
"DGLC2","DOUGLAS RESE",-103.8872,38.7150,-9999,"HYD","49058"
"DGNA3","DRAGOON",-110.0047,32.0064,1570,"HYD","49063"
"DHTC1","DESERT HOT S",-116.4933,33.9675,374,"HYD","49107"
"DHWA3","DEAD HORSE W",-113.0289,33.7808,716,"HYD","49111"
"DIEA4","DAM SALINE R",-94.1000,34.1475,209,"HYD","49134"
"DKFC1","DEER CREEK F",-120.8250,39.3000,1358,"HYD","49218"
"DKWC1","DESERT KNOLL",-117.1072,34.5394,856,"HYD","49234"
"DLCC1","DOYLE CROSSI",-120.4911,40.1169,1729,"HYD","49251"
"DLNG1","MILL CREEK A",-84.9750,34.7883,212,"HYD","49301"
"DMCT2","DEAD MAN S C",-101.3236,29.7847,427,"HYD","49358"
"DMLA4","DS HWY 59 BR",-94.4863,35.8800,301,"HYD","49371"
"DMST2","DIMMITT 2NE",-102.2933,34.5675,1182,"HYD","49406"
"DNAN7","DANA IFLOWS",-82.3792,35.3208,678,"HYD","49424"
"DNRC1","DONNER LAKE",-120.2814,39.3250,1806,"HYD","49479"
"DNVC1","DOWNIEVILLE",-120.8292,39.5586,890,"HYD","49503"
"DNVK2","DIX RIVER",-84.6608,37.6419,230,"HYD","49508"
"DORN5","DORA 2SW",-103.3578,33.9201,1323,"HYD","49584"
"DOVT1","CUMBERLAND R",-87.8384,36.4900,122,"HYD","49612"
"DOWO3","DORENA WEATH",-122.9700,43.7800,152,"HYD","49620"
"DPCV2","DEEP CREEK",-76.3406,36.7464,-9999,"HYD","49632"
"DPHC1","DRUM POWERHO",-120.7667,39.2639,1036,"HYD","49640"
"DPSA3","DIAMOND CREE",-113.3675,35.7650,1280,"HYD","49669"
"DQNA4","ROLLING FORK",-94.4167,34.0500,-9999,"HYD","49685"
"DRDA4","L&D 10 ARKAN",-93.1675,35.2494,-9999,"HYD","49719"
"DRFW2","DRIFT RUN",-81.6444,38.9594,308,"HYD","49739"
"DRWT2","ONION CREEK",-98.0081,30.0831,-9999,"HYD","49834"
"DSNC1","DRY CK NR SN",-120.4633,37.5550,70,"HYD","49893"
"DSNT2","DAM RED RIVE",-96.5722,33.8181,187,"HYD","49898"
"DSRC1","DUBLIN FIRE",-121.9267,37.7317,108,"HYD","49916"
"DSTT2","BLO DAM DS P",-96.5631,33.8189,152,"HYD","49925"
"DTLA4","DAVID D. TER",-92.1500,34.6667,77,"HYD","49950"
"DTTT2","DETROIT",-95.8641,33.6594,122,"HYD","49982"
"DTWO3","DETROIT DAM",-122.2500,44.7167,396,"HYD","49988"
"DUBP1","DU BOIS",-78.7667,41.1333,427,"HYD","50001"
"DUDC1","DUDLEY RANCH",-120.1331,37.7411,1114,"HYD","50010"
"DUFV2","DUFFIELD",-82.8000,36.7167,-9999,"HYD","50015"
"DUGA1","BIG COVE CRK",-86.5122,34.7047,-9999,"HYD","50017"
"DUGT1","DOUGLAS DAM",-83.5406,35.9625,-9999,"HYD","50025"
"DUNT1","DUNLAP",-85.3806,35.3633,213,"HYD","50063"
"DURK1","DURHAM DCP",-97.2138,38.5213,421,"HYD","50075"
"DURO2","DICKSON",-96.9761,34.2333,198,"HYD","50081"
"DVBC1","DANVILLE LIB",-122.0644,37.8706,116,"HYD","50103"
"DVCC1","DON VICTOR P",-119.4622,34.6375,1402,"HYD","50105"
"DVLO1","DOVER DAM",-81.4300,40.5297,271,"HYD","50129"
"DVPV2","DAVENPORT",-82.1000,37.3333,-9999,"HYD","50147"
"DVRC1","DAVIS RANCH",-122.4500,40.3533,168,"HYD","50150"
"DVSC1","LAKE DAVIS",-120.4753,39.8839,1759,"HYD","50157"
"DVSO2","DAVIS",-97.1469,34.4317,280,"HYD","50164"
"DVST2","DENVER CITY",-102.9389,32.9908,1113,"HYD","50166"
"DVYN7","DAVEY MOUNTA",-83.8594,34.9992,915,"HYD","50176"
"DWHT2","DESERT WATER",-96.4017,33.4275,-9999,"HYD","50199"
"DWRT2","WHITE ROCK C",-96.7564,32.8892,148,"HYD","50217"
"EATT1","EATON",-89.1406,35.9606,91,"HYD","50373"
"EBRP1","E. BRANCH CL",-78.6000,41.5500,-9999,"HYD","50429"
"ECCT2","EVANS CREEK",-101.1028,29.5375,-9999,"HYD","50463"
"ECMA3","EAGLE CK ABV",-109.4417,33.0644,1120,"HYD","50495"
"EDGK1","BIG BULL CRE",-94.9761,38.7533,284,"HYD","50570"
"EDGS2","CHEYENNE RIV",-103.8206,43.3056,1041,"HYD","50580"
"EDIN1","TURKEY CREEK",-99.7339,40.2711,655,"HYD","50591"
"EDOC1","NF COSUMNES",-120.8439,38.5889,306,"HYD","50633"
"EEPC1","DEEP CREEK",-117.1342,34.2758,1475,"HYD","50695"
"EHST2","EVANT HIGH S",-98.1517,31.4739,379,"HYD","50877"
"EKHC1","DRY CK BYPAS",-121.4475,38.6842,14,"HYD","50926"
"EKMW1","ELK MEADOWS",-123.6333,47.2833,171,"HYD","50944"
"EKTK2","ELKTON",-87.1000,36.8000,203,"HYD","50963"
"EKVN7","ELKVILLE ELK",-81.4000,36.0667,-9999,"HYD","50965"
"EKWN1","ELKHORN",-96.2500,41.3000,-9999,"HYD","50966"
"ELCM7","LOGAN CREEK",-90.9653,37.2464,-9999,"HYD","50996"
"ELCS2","ELK CREEK NE",-102.5028,44.2483,702,"HYD","51001"
"ELGC1","ELK GROVE FI",-121.3769,38.4225,14,"HYD","51037"
"ELIG1","COOSAWATTEE",-84.5086,34.6717,371,"HYD","51053"
"ELKW2","ELKINS",-79.8833,38.9333,581,"HYD","51091"
"ELPC1","EL CAPITAN D",-116.8069,32.8833,235,"HYD","51166"
"ELRP1","ELDRED",-78.3333,41.9667,-9999,"HYD","51186"
"ELSA1","ELLISVILLE/",-85.6142,34.0650,164,"HYD","51191"
"ELSW2","EAST LYNN TA",-82.3833,38.1478,202,"HYD","51205"
"EMDT2","REDFORD",-104.2161,29.4856,773,"HYD","51281"
"EMGT1","YELLOW CREEK",-87.5500,36.3167,127,"HYD","51289"
"EMIO3","EMIGRANT LAK",-122.6042,42.1639,623,"HYD","51294"
"ENCC1","ENCINITAS AL",-117.2667,33.0333,91,"HYD","51368"
"ENGG1","LOOKOUT CREE",-85.4631,34.8975,-9999,"HYD","51390"
"ENGO1","STILLWATER R",-84.2825,39.8694,238,"HYD","51396"
"EPLO1","EAST PALESTI",-80.5442,40.8292,280,"HYD","51512"
"EPRT2","1.7MI. UPSTE",-106.5403,31.8028,-9999,"HYD","51538"
"ERGC1","ELDER GULCH",-117.1478,34.1436,894,"HYD","51594"
"ERMT2","VILLAGE CREE",-97.2647,32.6003,-9999,"HYD","51622"
"ESOC1","ESCONDIDO AL",-117.0833,33.1167,183,"HYD","51733"
"ESRC1","ESTRELLA R N",-120.6392,35.7172,205,"HYD","51746"
"ETKC1","PAUMA VALLEY",-116.8667,33.2889,915,"HYD","51818"
"ETNG1","ETON 5W",-84.8508,34.8278,205,"HYD","51826"
"EURK1","FALL RIVER E",-96.3000,37.8166,-9999,"HYD","51885"
"EVAC2","CHEYENNE CRE",-104.8636,38.7906,1915,"HYD","51893"
"EVDA3","EAST VERDE R",-111.6380,34.2763,762,"HYD","51903"
"EVGC1","EVERGREEN",-121.7369,37.3047,137,"HYD","51912"
"EVPA3","E VERDE R DI",-111.2631,34.4178,1760,"HYD","51930"
"EWDN1","ELKHORN",-96.1833,41.2667,-9999,"HYD","51964"
"EWGN4","SHABAKUNK CR",-74.4625,40.1615,27,"HYD","51968"
"EYSC1","POINT REYES",-122.8083,38.0678,7,"HYD","52021"
"FALA3","THUNDER MTN",-111.6403,33.4967,778,"HYD","52090"
"FARS2","RAPID CREEK",-102.8533,43.9419,823,"HYD","52135"
"FBRN4","FOUR BRIDGES",-74.7406,40.8061,174,"HYD","52211"
"FBSC1","FORBESTOWN P",-121.2658,39.5169,866,"HYD","52215"
"FCAA3","FLORIDA CANY",-110.8461,31.7617,1342,"HYD","52225"
"FCTG1","TALKING ROCK",-84.4653,34.5714,400,"HYD","52304"
"FDLN6","FINDLEY LAKE",-79.7500,42.0500,-9999,"HYD","52341"
"FFXW1","CARBON R NR",-122.0333,47.0333,370,"HYD","52476"
"FGPT1","FITTS GAP; M",-83.2278,36.5889,462,"HYD","52500"
"FGRC1","FIGUEROA MTN",-120.0000,34.7500,976,"HYD","52502"
"FHLN4","FAR HILLS",-74.6364,40.7055,-9999,"HYD","52534"
"FKSO2","FORAKER OCS",-96.4278,36.8403,330,"HYD","52646"
"FKZM7","SPENCER CREE",-91.3500,39.5167,-9999,"HYD","52652"
"FLAN4","FLAT BROOK N",-75.9500,41.1000,106,"HYD","52661"
"FLBC1","FALLBROOK AL",-117.2500,33.3500,159,"HYD","52669"
"FLCI3","FLATROCK RIV",-85.9267,39.2350,192,"HYD","52676"
"FLJA3","FLORENCE JUN",-111.3953,33.2975,561,"HYD","52722"
"FLKN4","FRANKLIN LAK",-74.1667,40.9833,149,"HYD","52732"
"FLLK1","FALL RIVER L",-96.0775,37.6466,311,"HYD","52741"
"FLST2","FLOYDADA 2NE",-101.3258,34.0017,969,"HYD","52821"
"FLVT2","SAN ANTONIO",-98.1744,29.1099,-9999,"HYD","52849"
"FLWC1","FLOWER MOUNT",-120.6769,37.9200,451,"HYD","52850"
"FLWW2","BRANCHLAND",-82.1500,38.2167,305,"HYD","52854"
"FLYO1","LYE CREEK AB",-83.5858,40.9825,-9999,"HYD","52858"
"FMDI4","MISSISSIPPI",-91.2956,40.6283,159,"HYD","52878"
"FMTM7","FARMINGTON W",-90.4417,37.7667,271,"HYD","52924"
"FNSP1","CHALKHILL",-79.5867,39.8150,561,"HYD","52984"
"FNYK2","FINNEY",-86.1339,36.8950,159,"HYD","52996"
"FQGT2","RIO GRANDE A",-105.6039,31.0850,-9999,"HYD","53147"
"FQRQ2","ARROW RESERV",-118.0800,49.8700,-9999,"HYD","53148"
"FRDO1","FRAZELL ROAD",-83.1664,40.0153,286,"HYD","53210"
"FRIC1","FRIANT DAM",-119.6919,36.9950,176,"HYD","53272"
"FRMM8","TETON RVR WX",-112.1597,47.9006,1175,"HYD","53331"
"FRMW2","FRAMETOWN",-80.8833,38.6000,-9999,"HYD","53342"
"FRTC1","FOUR TREES",-121.3211,39.8131,1570,"HYD","53412"
"FRWO3","FERN RIDGE W",-123.3000,44.1200,91,"HYD","53445"
"FRYA1","ALDRIDGE CRK",-86.5411,34.6239,-9999,"HYD","53449"
"FSCW2","EVANS",-81.7667,38.7500,342,"HYD","53481"
"FSHA3","FISH CREEK N",-111.2583,32.4833,747,"HYD","53489"
"FSLC1","FOLSOM LAKE",-121.1300,38.6917,168,"HYD","53512"
"FSNC1","SAN DIEGO RI",-117.1678,32.7650,6,"HYD","53529"
"FSTQ2","KOOTENAY RIV",-115.6350,49.6120,767,"HYD","53562"
"FTCO2","DAM COBB CRE",-98.4611,35.1583,383,"HYD","53603"
"FTHS2","MOREAU RIVER",-102.1561,45.1978,683,"HYD","53630"
"FTSK2","FT. SPRING",-84.6264,38.0431,265,"HYD","53686"
"FVAC1","FRENCH VALLE",-117.1314,33.5717,404,"HYD","53736"
"FVST2","FLUVANNA",-101.2017,32.8989,825,"HYD","53748"
"GAIO1","GALION",-82.7833,40.7333,-9999,"HYD","53882"
"GASO3","TUALATIN R N",-123.1686,45.4364,52,"HYD","53956"
"GAXV2","NEW RIVER NR",-80.9833,36.6500,673,"HYD","53974"
"GAYA1","GAYLESVILLE",-85.5092,34.2903,171,"HYD","53975"
"GBEA3","GLOBE",-110.7661,33.3481,1159,"HYD","53992"
"GBNA3","BENDER WASH",-112.5322,32.9108,379,"HYD","54027"
"GBPA4","GRAHAM BURKE",-91.0667,34.1833,-9999,"HYD","54041"
"GBRC1","GIBRALTER DA",-119.6833,34.5167,473,"HYD","54046"
"GBRQ2","GREAT BEAR S",-121.1833,49.6000,1662,"HYD","54055"
"GCDW1","FRANKLIN D.",-118.9833,47.9667,366,"HYD","54106"
"GCKQ1","GARDINER CRE",-114.5160,49.3610,1970,"HYD","54126"
"GCOS2","GRACE COOLID",-103.3636,43.7611,1250,"HYD","54141"
"GDLC1","GOLD LAKE",-120.6167,39.6667,2058,"HYD","54212"
"GDMM8","GIBSON LAKE",-112.7616,47.6016,1440,"HYD","54221"
"GDPC1","ALAMITOS",-121.8692,37.2383,56,"HYD","54243"
"GDSN2","GOODSPRINGS",-115.4658,35.8097,1537,"HYD","54261"
"GDST2","GOODLETT MES",-99.9397,34.3439,501,"HYD","54264"
"GDTA3","GILA RIVER A",-113.5406,32.8822,111,"HYD","54267"
"GDTC1","GOODWIN TUNN",-120.6831,37.8483,183,"HYD","54268"
"GDTI2","MISSISSIPPI",-89.5092,37.6361,-9999,"HYD","54269"
"GDVM5","GORDONSVILLE",-93.2686,43.5139,-9999,"HYD","54276"
"GENW1","GREENWATER",-121.6333,47.1333,527,"HYD","54330"
"GERO1","TWIN CREEK N",-84.3967,39.6361,221,"HYD","54356"
"GFWM8","GREENFIELDS",-111.8125,47.6583,1165,"HYD","54427"
"GFZM7","TURNBACK CRE",-93.8000,37.4000,-9999,"HYD","54431"
"GGRC1","GLORIA GRADE",-121.2719,36.5317,714,"HYD","54448"
"GGST2","GAIL 2SE",-101.4142,32.7550,778,"HYD","54457"
"GHST2","GRAHAM 5 SW",-101.5161,33.0814,869,"HYD","54490"
"GILO1","BLANCHARD RI",-83.9189,41.0153,-9999,"HYD","54530"
"GIOC1","GILROY",-121.5044,37.0439,145,"HYD","54545"
"GKSC1","GREEK STORE",-120.5581,39.0750,1707,"HYD","54579"
"GLDI4","BOONE RIVER",-93.9672,42.7261,328,"HYD","54628"
"GLDO1","GREENFIELD",-83.3750,39.3792,-9999,"HYD","54640"
"GLLA4","DAM COSSATOT",-94.2333,34.2167,159,"HYD","54698"
"GLNW4","GLENROCK 5ES",-105.7583,42.8361,1500,"HYD","54744"
"GLVM7","GLOVER MO",-90.6889,37.4833,-9999,"HYD","54796"
